emp_no,salary
265963,42091
265970,40000
265971,62593
265975,62918
265977,42443
265979,69469
265988,53835
265989,58672
265991,40000
265994,40000
265996,67946
265997,66184
265998,52973
266000,42450
266002,82536
266018,40000
266023,42926
266030,40000
266031,64570
266032,46001
266046,40000
266050,55565
266054,52127
266060,51057
266061,48547
266062,70061
266065,67134
266075,51023
266076,61566
266079,40000
266080,40000
266082,40000
266084,40000
266085,46509
266112,40000
266115,67019
266120,40000
266121,48561
266141,48372
266142,47114
266146,77213
266148,40244
266159,47437
266167,40000
266169,40000
266170,44723
266173,40000
266176,49014
266179,49620
266184,53245
266185,48342
266194,107638
266217,40000
266219,95968
266221,40000
266234,62765
266236,40000
266238,58034
266239,95252
266241,90263
266243,71646
266248,81355
266251,57873
266257,45294
266261,66855
266263,45552
266272,41310
266275,94725
266277,65714
266278,50629
266279,43378
266287,47440
266289,40000
266292,44212
266315,57252
266341,75864
266343,44208
266349,44242
266373,64454
266375,40000
266385,40000
266389,61555
266390,40000
266396,40000
266402,43488
266406,64866
266415,69797
266437,43569
266438,62362
266443,82034
266459,54891
266467,56020
266471,70695
266483,40000
266484,40000
266490,68085
266492,40000
266500,81812
266507,54790
266516,49321
266519,40000
266529,40617
266533,58103
266535,74661
266540,40000
266542,76687
266552,43460
266554,63517
266576,45119
266590,49237
266591,40000
266599,57370
266601,40000
266608,58582
266610,51621
266614,68533
266615,99290
266617,40000
266635,40000
266638,55294
266641,40000
266643,40588
266653,56954
266667,52926
266680,73842
266686,68120
266697,68041
266702,43430
266712,40000
266721,40000
266724,73819
266731,46674
266748,54311
266751,42381
266752,83085
266759,52759
266764,49350
266767,40000
266773,51072
266783,40128
266788,47530
266804,60966
266807,45221
266812,61773
266815,79085
266825,48404
266849,48982
266851,57064
266856,40000
266865,69391
266878,43186
266885,40565
266890,64464
266896,52284
266904,47168
266914,60309
266918,40000
266929,49369
266936,52685
266939,40000
266948,49277
266957,40000
266959,52974
266990,40000
266993,46004
266995,40000
266999,40000
267012,49569
267013,42610
267019,73942
267024,40000
267032,88806
267049,60579
267058,60907
267083,40000
267087,60215
267088,69152
267091,59651
267104,64541
267114,54527
267127,51174
267132,53289
267138,52965
267143,58870
267187,54480
267198,69880
267211,53060
267222,40000
267230,40000
267233,40000
267241,74761
267244,64882
267246,46225
267249,49634
267258,43150
267259,81786
267261,40000
267271,48045
267273,40000
267274,62122
267275,40000
267278,40000
267280,40016
267282,53228
267287,53747
267288,65764
267299,51944
267307,40000
267320,40000
267326,84789
267333,52507
267348,59921
267350,40000
267355,56135
267356,63968
267357,40000
267362,74267
267364,59352
267367,70442
267383,50504
267385,41236
267386,53583
267393,63053
267437,40000
267440,40000
267452,58479
267460,40000
267461,40000
267463,40000
267478,40000
267480,40000
267484,62963
267485,40000
267520,50885
267527,40000
267533,54534
267534,40000
267535,40000
267536,72082
267547,65635
267556,42755
267566,48627
267572,69887
267573,40000
267575,40000
267577,47229
267582,42218
267590,59795
267599,40098
267606,49142
267608,97364
267610,43709
267622,66089
267623,40000
267635,44660
267652,40364
267672,40000
267681,55400
267690,40000
267692,50716
267702,73724
267704,40000
267706,62086
267707,40000
267710,40000
267712,48901
267716,66533
267717,42229
267718,40000
267725,51608
267731,43353
267742,50650
267750,62187
267754,88582
267761,40000
267763,59273
267766,51399
267768,65660
267769,52111
267770,104807
267778,40725
267793,52454
267795,43269
267799,40000
267811,65184
267812,66984
267825,49240
267840,55501
267841,58754
267845,48202
267847,40000
267851,40000
267854,78297
267870,60617
267891,51188
267904,52749
267912,55360
267923,55600
267945,55982
267946,64658
267952,61855
267954,85795
267956,44296
267978,82015
267982,40000
267985,92210
267988,46924
267993,70536
267996,54472
268000,40000
268006,40000
268009,52608
268013,40000
268016,61163
268022,54255
268026,57325
268035,50054
268056,40000
268058,40000
268076,49635
268079,53876
268081,81401
268088,52044
268094,77714
268108,40000
268123,45624
268129,40000
268139,40000
268143,76285
268144,41480
268145,41698
268163,40000
268174,68137
268189,40000
268190,79443
268195,40000
268203,40000
268205,58964
268207,74226
268217,40000
268218,48377
268219,49072
268225,40000
268227,52755
268230,79339
268239,75506
268256,52785
268264,48149
268267,40000
268277,45384
268281,76397
268292,45676
268309,55454
268310,51693
268312,97585
268313,71104
268314,53381
268321,40000
268349,40000
268353,58858
268355,72001
268357,43669
268361,70267
268369,51053
268372,45499
268384,58675
268386,52306
268391,63041
268398,40000
268403,48058
268408,53128
268414,55040
268416,57894
268419,41920
268420,44883
268421,40000
268425,79154
268436,40000
268440,87936
268445,54634
268452,40000
268465,73002
268466,40000
268469,40000
268480,49037
268483,45300
268485,46181
268486,40000
268492,43829
268500,40000
268501,66515
268502,54346
268509,59263
268513,52262
268518,40000
268522,40000
268530,40003
268539,40000
268541,67727
268544,40000
268548,78679
268550,41603
268561,40000
268601,66884
268603,46532
268620,62224
268626,49159
268629,51294
268633,74513
268637,40000
268639,40000
268644,81364
268646,44532
268650,61409
268656,88455
268659,94126
268677,40000
268695,40554
268697,61165
268698,40000
268699,40000
268701,51260
268717,51315
268722,55840
268732,88432
268772,40813
268782,67056
268783,60276
268785,40000
268787,55881
268790,50325
268791,78270
268795,50641
268796,40000
268804,51947
268815,77856
268822,40000
268829,61757
268838,40000
268839,57544
268848,40000
268849,67912
268855,54527
268856,40000
268858,90907
268859,40000
268860,40000
268861,58177
268867,40000
268874,40000
268885,94252
268887,40000
268892,46674
268898,72324
268905,49023
268911,40000
268912,40000
268913,40000
268914,57288
268919,60234
268922,65189
268925,40000
268928,46265
268935,54805
268936,52623
268938,43949
268953,57494
268960,54910
268962,43336
268965,40000
268967,40000
268968,40000
268969,56868
268977,40000
268999,40000
269011,40838
269012,42129
269020,40070
269029,77497
269030,61536
269039,50571
269041,60384
269059,40000
269086,43840
269091,40000
269093,52637
269097,40000
269098,41719
269107,60153
269118,67422
269119,72335
269121,62611
269126,40000
269133,40000
269134,40000
269157,84354
269171,52857
269180,51444
269184,53362
269207,64581
269226,40000
269233,45698
269237,40490
269239,53120
269241,43680
269252,65078
269253,40216
269256,40000
269259,89133
269268,73679
269269,83377
269270,69219
269271,71177
269279,40000
269286,94824
269290,41252
269296,40000
269309,68396
269315,40000
269323,57550
269324,40000
269329,40000
269331,40000
269341,62282
269343,40000
269345,40000
269349,40000
269359,55460
269364,48983
269365,40000
269381,52255
269385,42307
269392,63360
269399,40000
269409,87753
269413,40000
269414,49760
269423,57921
269427,40000
269428,40000
269429,49609
269437,79213
269440,41162
269441,40000
269443,52961
269447,43487
269453,46733
269463,40000
269464,40000
269468,52230
269473,42052
269474,44136
269477,42439
269495,78330
269505,51237
269513,77307
269516,53726
269524,51232
269526,67146
269539,45999
269541,44185
269556,40000
269557,40000
269564,47941
269570,99888
269576,60055
269580,40000
269587,40000
269592,40000
269611,43619
269619,40000
269623,56490
269635,73998
269637,40000
269641,48293
269647,44812
269648,40000
269659,44775
269662,49429
269665,72687
269667,44783
269672,40000
269675,40528
269676,53204
269684,78525
269691,77023
269692,41563
269694,45286
269697,90215
269705,62003
269708,49649
269712,44350
269719,40000
269720,58525
269730,40864
269736,47356
269742,62576
269776,56149
269779,52092
269780,44184
269781,85305
269790,64025
269792,55222
269812,45085
269813,104331
269817,52965
269829,40000
269830,64100
269832,63811
269834,62972
269848,53862
269854,44728
269865,45056
269875,40000
269878,71295
269883,85538
269893,72317
269902,53712
269907,54825
269912,41283
269913,89097
269914,42629
269917,51438
269924,67799
269929,55739
269935,65195
269943,40000
269945,40000
269948,54708
269949,40000
269950,50116
269952,40000
269968,40000
269975,53498
269976,84154
269982,76162
269987,54653
269988,57698
270000,40000
270004,59375
270020,42223
270027,40822
270037,51708
270040,56124
270041,40239
270042,58627
270046,57440
270047,40000
270054,61022
270062,48683
270065,71699
270077,48304
270082,43869
270095,40000
270097,56540
270099,69919
270103,53869
270109,40000
270112,42628
270142,48005
270144,66847
270145,79300
270146,70315
270148,40000
270149,40000
270150,58047
270151,73326
270154,46480
270173,52034
270174,40000
270179,61900
270180,42315
270184,41786
270189,86721
270190,40000
270204,56597
270207,60128
270212,56916
270229,50899
270235,40000
270245,56144
270246,60026
270247,45761
270265,40000
270272,46856
270275,57543
270295,81096
270302,66177
270303,40057
270312,44058
270313,46605
270318,40000
270320,41047
270322,47491
270325,45661
270332,57105
270339,40113
270344,71900
270348,40000
270354,42152
270361,47370
270362,54901
270364,40000
270389,82226
270394,40000
270409,43933
270410,57905
270416,67677
270421,44779
270425,40000
270427,40000
270428,77602
270435,86043
270450,40000
270463,40000
270482,41352
270486,54507
270496,75637
270509,40000
270512,50388
270527,60968
270528,73780
270529,55278
270547,41959
270556,52193
270560,50816
270561,63443
270564,40000
270581,82150
270583,40000
270599,80813
270605,40000
270613,69242
270625,48582
270630,40000
270634,57610
270639,40000
270643,40000
270644,50999
270651,40000
270655,40000
270664,40000
270677,90254
270679,44184
270698,40000
270699,89272
270713,40000
270717,54336
270718,41335
270719,40000
270729,40000
270732,40000
270737,52274
270740,40000
270755,51852
270764,40000
270766,40000
270770,61187
270783,62493
270785,81012
270796,49040
270805,42464
270838,78228
270842,69348
270849,73867
270851,57471
270856,76666
270860,44241
270870,67883
270872,58129
270874,40000
270875,44123
270877,60867
270879,40000
270884,57489
270885,40000
270887,40000
270889,42684
270890,40000
270906,50959
270908,48928
270909,40000
270913,50347
270921,53574
270930,61295
270932,50337
270952,60384
270957,58786
270970,45000
270973,59700
270983,40000
270985,40000
270988,43818
271013,45483
271016,75795
271017,51552
271019,40136
271026,40000
271033,59402
271034,40000
271039,58248
271048,46283
271052,53988
271054,47772
271068,43819
271070,41122
271073,51718
271074,40865
271077,57045
271081,59095
271082,81440
271085,60141
271092,58271
271098,40000
271099,42840
271109,63129
271117,47152
271124,40000
271125,53217
271135,40000
271143,40000
271145,70166
271150,40578
271155,70249
271174,40000
271179,90327
271188,40000
271189,40000
271192,60489
271205,47917
271208,40942
271210,40000
271222,40000
271231,52677
271232,40000
271271,64955
271275,45745
271284,49990
271296,76430
271297,68107
271306,40000
271311,72308
271313,40000
271326,40000
271337,50652
271340,50358
271341,40000
271350,78621
271368,44990
271369,58861
271370,52251
271372,40000
271374,50139
271376,40000
271380,73508
271383,40000
271384,40000
271385,80387
271392,40000
271400,46674
271411,49484
271415,44470
271421,40000
271425,40000
271451,86718
271459,40000
271460,57813
271462,49506
271477,40530
271488,40000
271493,40000
271497,40000
271520,41289
271532,62951
271539,58787
271541,82058
271543,62457
271549,51148
271551,40000
271560,63670
271561,65735
271564,45922
271565,62945
271575,40000
271576,62563
271580,40000
271588,40000
271589,40000
271598,43529
271603,40000
271604,40000
271612,41129
271620,63242
271623,73155
271630,66718
271631,70605
271632,60650
271642,40000
271644,40000
271648,40000
271650,56579
271672,58071
271674,48335
271676,77009
271694,84912
271717,40000
271718,91700
271727,40000
271731,40000
271735,55336
271740,58903
271743,47512
271744,40000
271752,46638
271754,40000
271755,61342
271756,40000
271760,56146
271763,40000
271770,43396
271777,77414
271781,56985
271790,81021
271793,40000
271812,42529
271813,56904
271820,40000
271837,48301
271846,75153
271847,79780
271863,57021
271864,70555
271872,47125
271873,43151
271876,51549
271880,67877
271890,57926
271902,56285
271918,40000
271919,40000
271922,44967
271942,49633
271953,40000
271961,40000
271962,40000
271968,52018
271969,45338
271972,40000
271973,40000
271974,54115
271980,96207
271992,51377
271998,51233
272007,47771
272010,63886
272028,43152
272034,53593
272035,40000
272038,43173
272059,40000
272093,76739
272096,40000
272100,41707
272104,57313
272105,58271
272111,56872
272114,51411
272119,40000
272120,40000
272129,50977
272132,70284
272133,40000
272136,69726
272144,40000
272145,68220
272162,40000
272163,40000
272166,40000
272184,51342
272193,40000
272206,57550
272225,63730
272227,88777
272228,40000
272239,62475
272241,53734
272248,40000
272251,51881
272259,40000
272272,40000
272273,45312
272281,40000
272283,48666
272284,40000
272305,72575
272309,40000
272318,69945
272324,96619
272332,46583
272334,45027
272344,69920
272349,40000
272353,42766
272380,40000
272385,62450
272395,61237
272396,63614
272406,40000
272408,65872
272409,45272
272415,43777
272416,55572
272418,64812
272434,52075
272446,40000
272448,40000
272456,57485
272458,67082
272470,40000
272474,75262
272479,40000
272482,40000
272487,45764
272495,40000
272498,52836
272509,42264
272514,52280
272535,40000
272536,61030
272537,109986
272543,40000
272544,87832
272545,40000
272548,45525
272549,49412
272550,59928
272566,51857
272567,51744
272575,40000
272594,57639
272604,70956
272610,54049
272624,70416
272625,58828
272626,51895
272631,61717
272643,45804
272644,47430
272651,43393
272653,40000
272670,81797
272674,61615
272676,40000
272681,59272
272682,68280
272685,97175
272695,40000
272699,40000
272720,49915
272725,40000
272726,82979
272731,47501
272745,59722
272755,54924
272758,40000
272765,58399
272767,84863
272769,83143
272774,56979
272783,40000
272795,48400
272806,55607
272811,40000
272816,71392
272818,40685
272820,55897
272825,78597
272831,91198
272832,47461
272850,55313
272855,74210
272856,66401
272861,40000
272870,41957
272873,40000
272897,40000
272904,66270
272905,40000
272906,46390
272930,63077
272940,107165
272945,40000
272957,40000
272972,40000
272975,60410
272984,40000
272988,90733
272991,53226
273002,40000
273003,47216
273004,54215
273012,52534
273015,59446
273032,49815
273040,40000
273043,40000
273049,46668
273053,69235
273065,63605
273067,62261
273070,49951
273074,40000
273079,53021
273083,40000
273084,40000
273095,55030
273097,40000
273102,40000
273103,40000
273108,62487
273115,40000
273138,56094
273146,49576
273155,40000
273157,40000
273162,68208
273173,55416
273177,40000
273181,40000
273198,57559
273208,40000
273213,40691
273216,40000
273218,113449
273223,40000
273227,67563
273231,40000
273235,40449
273238,79600
273240,40000
273242,62486
273247,40000
273255,40000
273264,60009
273266,67106
273277,82871
273285,79091
273291,57108
273292,56787
273293,53784
273300,40000
273304,40000
273312,60537
273318,53519
273323,47387
273326,61869
273343,49980
273350,55585
273352,46004
273360,43634
273367,47424
273381,40000
273383,41427
273395,40000
273398,40000
273399,46153
273400,53129
273409,40000
273411,72324
273414,70324
273422,40000
273425,47163
273429,64049
273433,66711
273435,48946
273444,74820
273447,67792
273448,40000
273469,40000
273491,40000
273495,40000
273497,59908
273513,89035
273532,77316
273537,40000
273540,40000
273545,40000
273547,54518
273549,40000
273570,66620
273571,86813
273575,46574
273593,40000
273594,40000
273595,47965
273596,40000
273597,44832
273638,40000
273639,40000
273645,40000
273652,47926
273653,55169
273657,40000
273658,74405
273659,66263
273663,88441
273675,65478
273679,78450
273684,45352
273688,89538
273689,40000
273699,48639
273703,58301
273712,45703
273718,66725
273738,83543
273739,70208
273740,55400
273742,40000
273745,68322
273749,49766
273758,84537
273759,40000
273762,40000
273763,64327
273773,40000
273782,65047
273783,57932
273789,52681
273791,43166
273792,45830
273795,43773
273798,41894
273799,59219
273814,58770
273823,57549
273825,41613
273829,55491
273831,65524
273848,43381
273861,72083
273865,72772
273871,54348
273878,72720
273879,40000
273883,43792
273894,79985
273896,40083
273904,52111
273918,55037
273920,40000
273925,53991
273927,40000
273928,40000
273929,40000
273933,92626
273935,40000
273936,40000
273949,43677
273953,40000
273958,49260
273961,66262
273983,50723
273987,46484
273995,59837
273997,70325
274002,63696
274011,48022
274031,40000
274033,40000
274036,40000
274058,92084
274062,40000
274064,47563
274066,65483
274068,50039
274078,44433
274083,40000
274084,43272
274085,44540
274087,48955
274090,47080
274099,40000
274107,55243
274116,40000
274118,40000
274119,52843
274120,55190
274124,40000
274139,66473
274146,40000
274147,44401
274168,40000
274172,41402
274174,52534
274179,60406
274181,62131
274195,65336
274197,91290
274202,40000
274220,43525
274227,67739
274230,40000
274238,50234
274239,64835
274245,40000
274251,82935
274254,40000
274257,40000
274260,55076
274268,113236
274277,61526
274278,40000
274283,49547
274299,61444
274303,58072
274304,40000
274333,40000
274341,40000
274349,40000
274352,55785
274355,40000
274364,40000
274366,56323
274380,74247
274390,48190
274401,44481
274410,82806
274413,40000
274419,40000
274424,89164
274427,67320
274428,51882
274434,45675
274442,46357
274444,59911
274464,40000
274468,98011
274473,40000
274492,59356
274503,72023
274508,64288
274523,45121
274529,56988
274530,78407
274543,69666
274550,40321
274564,63208
274572,40000
274574,82083
274576,40000
274585,50350
274595,53982
274598,44476
274606,40000
274612,64136
274627,40504
274643,80640
274645,45438
274676,40000
274689,40000
274701,51727
274704,64892
274706,56651
274711,79025
274716,40000
274729,58984
274735,63733
274742,52835
274743,81844
274749,40000
274755,40000
274757,66163
274761,40000
274765,40000
274767,50660
274769,41836
274789,68895
274795,40000
274806,66583
274809,40000
274820,40000
274825,40000
274826,40000
274846,73592
274868,42259
274874,40000
274879,51486
274884,64506
274893,76796
274907,68277
274910,80003
274919,46543
274945,40000
274980,63838
274983,52206
274984,53151
275005,40000
275009,40570
275020,48335
275032,40000
275037,65346
275040,48112
275076,40000
275083,40000
275088,44767
275102,63838
275110,65350
275120,57206
275126,56868
275138,40748
275144,41226
275155,40000
275165,82387
275182,78472
275190,101122
275194,46136
275200,40000
275207,85353
275209,40000
275211,63654
275214,40000
275220,40000
275225,54617
275229,40000
275234,40000
275236,52438
275237,41786
275256,43348
275258,74212
275261,40000
275266,63826
275272,83556
275285,44323
275288,60653
275293,67462
275296,40000
275303,47024
275308,72459
275315,40815
275319,44383
275325,54842
275334,40000
275348,74117
275357,46312
275364,40000
275367,46907
275369,74162
275370,40000
275374,40000
275378,40000
275382,56430
275389,40000
275393,47846
275394,48319
275403,63360
275405,43112
275407,40000
275411,87100
275429,40000
275431,40000
275447,40000
275449,53607
275460,46022
275461,61845
275466,54370
275478,40000
275479,63085
275487,51896
275504,52126
275509,84660
275517,40000
275542,40000
275545,46637
275546,40000
275549,40000
275552,40000
275559,40000
275564,66178
275565,40000
275568,40000
275569,40000
275570,76820
275577,40000
275579,102442
275581,40000
275599,62267
275602,46916
275603,65064
275606,40000
275607,60635
275612,40000
275622,53289
275626,56753
275627,40000
275641,50413
275643,57015
275648,49054
275661,74812
275665,64300
275681,40000
275683,63168
275689,40000
275692,80766
275700,44067
275702,52048
275707,79590
275710,51041
275711,49466
275720,70079
275721,50840
275739,60548
275741,63636
275747,40000
275752,40000
275762,68879
275770,45687
275775,40000
275785,45365
275803,40000
275808,87168
275811,54185
275814,54926
275828,55439
275835,71263
275837,40000
275839,71738
275844,40000
275848,44160
275854,41386
275858,91747
275863,40000
275872,61830
275880,41094
275890,53177
275891,40000
275911,46166
275930,49263
275931,54205
275932,73157
275939,45478
275954,40000
275957,69614
275966,53865
275967,65484
275977,72598
275980,85283
275983,45650
275985,40000
275988,77812
275991,40000
275997,40000
276006,79949
276019,40000
276026,40000
276034,40000
276037,40000
276038,47125
276040,40000
276044,48080
276046,64857
276048,45778
276053,69751
276056,40000
276063,47120
276067,64686
276072,63108
276074,40000
276079,79890
276087,64766
276089,54001
276091,77397
276107,67300
276118,57223
276120,40000
276140,40000
276143,74853
276153,41491
276166,59087
276173,46361
276174,40000
276178,40000
276179,51098
276200,47415
276222,47900
276225,42262
276228,40000
276242,40000
276245,40000
276258,59309
276263,40000
276273,56929
276275,40000
276281,41617
276289,78960
276292,40000
276293,67927
276294,40000
276296,50755
276317,40000
276327,59341
276347,46037
276355,56785
276359,49870
276360,40000
276362,48714
276371,40080
276389,64881
276393,69784
276395,44539
276403,56772
276405,40000
276413,47685
276448,55554
276450,47646
276455,89931
276457,40000
276464,63781
276466,52015
276474,70886
276484,45595
276488,40344
276494,66983
276495,41428
276503,46345
276518,47900
276524,40000
276528,40000
276531,75961
276540,61907
276545,40000
276571,40000
276597,40600
276607,44661
276612,40000
276619,40927
276622,51948
276626,44576
276627,71946
276633,120127
276636,40000
276640,56778
276646,40000
276648,68814
276657,62953
276666,40000
276668,57450
276677,56736
276683,40000
276685,88043
276686,53479
276691,43628
276693,92252
276694,40000
276696,40000
276700,40000
276701,54966
276705,48147
276715,67846
276719,40000
276722,79524
276723,54340
276728,46680
276739,62669
276741,40000
276747,46534
276755,110998
276764,62510
276766,53978
276773,40000
276774,40000
276776,40000
276781,44880
276786,46536
276797,46064
276800,81673
276812,40000
276814,54957
276820,40000
276822,40000
276831,50763
276835,68227
276837,63872
276844,84524
276850,67256
276873,57974
276876,48097
276880,50294
276884,40000
276890,40000
276891,40000
276896,72607
276898,40000
276913,44448
276926,40000
276927,40000
276941,62818
276947,67993
276954,80425
276969,70209
276972,79181
276976,40000
276978,40000
276986,40000
276999,54600
277003,47946
277016,68218
277018,40000
277021,51446
277029,40000
277033,50293
277037,54444
277038,40000
277045,51373
277049,40000
277055,46525
277066,70500
277074,40000
277075,40000
277082,40000
277094,40000
277095,66742
277129,40000
277134,40000
277137,46817
277146,95244
277153,49861
277156,40000
277157,76285
277165,40000
277203,63506
277204,47604
277205,74198
277212,57395
277246,40000
277248,60581
277252,40000
277253,40000
277255,46509
277258,40000
277274,43916
277280,63122
277286,82310
277287,77219
277288,40000
277290,41314
277292,73605
277294,46436
277296,74172
277318,63225
277319,81843
277330,40000
277331,47627
277332,47169
277339,41603
277358,40000
277361,40000
277366,56068
277372,57848
277380,40000
277384,40000
277389,42181
277393,40000
277415,51226
277423,40000
277426,84457
277436,63933
277442,42276
277455,53161
277465,41770
277472,49033
277474,43232
277494,40000
277501,56211
277503,45030
277508,50617
277511,40000
277515,40000
277521,40000
277528,78363
277542,40000
277558,72528
277571,66018
277572,40000
277577,70992
277584,69643
277587,61931
277592,50736
277595,40000
277597,40111
277606,40000
277620,62523
277621,40000
277628,40000
277633,76984
277637,59415
277639,40000
277641,40000
277645,62407
277646,54787
277655,40000
277657,40000
277660,40000
277683,40000
277694,114104
277700,87784
277707,49169
277708,57486
277713,40815
277719,54264
277720,50478
277730,78342
277735,52754
277742,40000
277746,40000
277766,83287
277776,70462
277781,57148
277784,55677
277788,40000
277793,45453
277794,63906
277815,82003
277819,57711
277820,45615
277822,40000
277833,40000
277840,47408
277841,61470
277842,40000
277852,70750
277869,55457
277886,61591
277892,47112
277895,42023
277896,63056
277901,68902
277911,64676
277912,40000
277916,40000
277921,45706
277935,40000
277937,40000
277948,62731
277949,60889
277971,40000
277979,67324
277983,74709
277984,47512
277995,56345
277996,53996
277999,43245
278001,40000
278008,61831
278012,54913
278020,40000
278023,40000
278024,70454
278027,59591
278028,55267
278031,73316
278040,47454
278053,46834
278058,57023
278065,43199
278075,71702
278078,40000
278083,47922
278085,40032
278095,51083
278098,80506
278103,52427
278118,51044
278127,40000
278135,40000
278136,59292
278139,40000
278153,41618
278167,67072
278181,56239
278213,40000
278217,86226
278225,40892
278227,40000
278237,43068
278240,51684
278243,53672
278245,61626
278250,52259
278256,66146
278267,40514
278274,40000
278280,41063
278285,40000
278291,40000
278292,40000
278298,40000
278301,55976
278304,43088
278308,50171
278317,40000
278330,73840
278338,40000
278343,67977
278346,40000
278353,50764
278359,51455
278360,73262
278361,40000
278372,40000
278395,40000
278396,69309
278402,67860
278407,40000
278413,40662
278426,57141
278429,60612
278439,65496
278441,40000
278446,40000
278449,42652
278456,40954
278464,54633
278478,40000
278479,40000
278495,72611
278508,60529
278509,40000
278513,55417
278519,40000
278524,41003
278528,40000
278530,61117
278537,62289
278541,40000
278555,59088
278558,46791
278578,40000
278579,40000
278596,40000
278610,62499
278615,46709
278621,43570
278624,59472
278632,76797
278633,87097
278635,53310
278636,40000
278640,69369
278644,74415
278650,76096
278658,56468
278680,40000
278689,40000
278696,74416
278700,47133
278704,72820
278715,58499
278721,54476
278724,40000
278728,47976
278736,57230
278750,63084
278763,70864
278768,40000
278771,64443
278775,62490
278790,41160
278792,52831
278806,52820
278809,41095
278825,55698
278850,40000
278855,60878
278872,49247
278873,40000
278885,42668
278886,40000
278894,46530
278908,81236
278915,52225
278918,40000
278930,85555
278931,82992
278934,58387
278943,40000
278944,40730
278954,40000
278955,43424
278966,40000
278973,81438
278981,40000
278992,49085
278996,46309
279005,40501
279014,48758
279022,47422
279033,87475
279037,40000
279039,64169
279042,40000
279043,61252
279049,76504
279059,40000
279070,41574
279079,40000
279093,42226
279094,46046
279112,53320
279116,86955
279120,56581
279123,40000
279127,40000
279128,40000
279134,68073
279139,60322
279143,66490
279160,70009
279168,73270
279180,40000
279187,57601
279198,61367
279205,91638
279214,53963
279216,40000
279228,61706
279229,87541
279236,46629
279241,58457
279249,73559
279268,40000
279285,65087
279288,77104
279290,40000
279299,40000
279300,40000
279305,40000
279307,77587
279321,44674
279338,68964
279342,40000
279343,47288
279348,62014
279358,40000
279370,75362
279379,84616
279386,59100
279413,53667
279419,40000
279420,40000
279422,56319
279433,64839
279434,40000
279436,50146
279437,71842
279451,94698
279454,67355
279458,40000
279477,58962
279478,62437
279480,40000
279488,46765
279495,55338
279503,57205
279510,70768
279513,64330
279514,40000
279516,58759
279518,78461
279526,55680
279527,57413
279553,40038
279567,64898
279580,83619
279583,55370
279584,40000
279589,42263
279591,40000
279594,76130
279611,47476
279618,40000
279619,46285
279620,40000
279626,40000
279627,40000
279642,53904
279673,48674
279682,40000
279686,62228
279687,40000
279688,43176
279689,40000
279692,70068
279694,57576
279695,40000
279704,50895
279712,40000
279715,53971
279716,40000
279718,40000
279721,40000
279731,57977
279744,59780
279758,40000
279760,53211
279762,72757
279765,53668
279770,95481
279780,43943
279794,78121
279801,58067
279804,41744
279817,63376
279831,74306
279832,40000
279833,51542
279843,42107
279845,43484
279856,63782
279865,91682
279891,56668
279892,56139
279901,40000
279902,40000
279903,40000
279906,50960
279910,40000
279915,40000
279927,54121
279935,47789
279937,50234
279938,40000
279976,40000
279979,76334
279994,83656
279997,47502
279999,40000
280010,62558
280027,51537
280035,51415
280038,49779
280062,62979
280076,75238
280088,57372
280089,44604
280091,45415
280103,40000
280106,60594
280108,65713
280116,80665
280122,43090
280130,78969
280137,62016
280145,40000
280151,61571
280158,77646
280161,41173
280165,40000
280171,62005
280175,59506
280177,52828
280197,40000
280199,40000
280214,44441
280215,40000
280216,51427
280219,59701
280222,48240
280230,71791
280236,58675
280238,40000
280244,59587
280246,51568
280247,40000
280253,54886
280255,85005
280257,40000
280263,40000
280264,57109
280271,71110
280277,52821
280290,40000
280294,64197
280305,46292
280315,56115
280318,64763
280323,40000
280333,53755
280334,40000
280350,53132
280355,71794
280368,73774
280370,93615
280371,55628
280387,40000
280391,77729
280396,68955
280397,42549
280400,69776
280402,40000
280404,40000
280410,40000
280417,67890
280426,40000
280442,68157
280443,57137
280447,47110
280454,49385
280457,40000
280465,54003
280481,70273
280484,46824
280492,63823
280505,40000
280508,48196
280511,54766
280512,79264
280514,67214
280522,72491
280535,54153
280536,59098
280539,46990
280540,60296
280541,51987
280559,72624
280574,52427
280580,71852
280581,70361
280597,54563
280598,40920
280603,64173
280605,40000
280609,40000
280612,86300
280613,60595
280632,48170
280635,49450
280643,55627
280644,54129
280650,53551
280653,58254
280658,46338
280659,48923
280672,56976
280675,59159
280683,40000
280699,40000
280709,54956
280723,61816
280746,47895
280756,45829
280758,40000
280759,41635
280760,43194
280784,72445
280785,50243
280790,40000
280793,40000
280798,80583
280803,42621
280826,72321
280831,84021
280844,51130
280848,61047
280861,57639
280863,56252
280865,45512
280867,46445
280871,70205
280886,57710
280890,48491
280892,56332
280910,86669
280918,83057
280919,74344
280927,40000
280929,75181
280933,40000
280935,40000
280937,40000
280941,40000
280943,40000
280977,43557
280979,77998
280981,40000
280998,81482
281000,60077
281004,65818
281019,74304
281024,68719
281032,46205
281033,40000
281042,40000
281049,54035
281058,40000
281069,44179
281070,44900
281071,40000
281074,40000
281079,40000
281090,48529
281094,80455
281095,40000
281100,83018
281101,50189
281118,72801
281124,40000
281132,40000
281146,55574
281159,56263
281163,56050
281177,47410
281184,40000
281195,47067
281215,40000
281217,40000
281225,66158
281232,76242
281236,42221
281249,56007
281268,61897
281269,40000
281277,67636
281278,102495
281282,40000
281287,43755
281288,40000
281304,64438
281310,87322
281326,67811
281347,49492
281350,40000
